zone,lat,lng,final_risk_score,road_risk_score,confidence_score,uncertainty_level,risk_band
CENTRAL BANGALORE,12.969302,77.608864,39.48,0.5939,0.8518,0.1251,Low
CENTRAL BANGALORE,12.953485,77.58352,39.45,0.6183,0.5408,0.6151,Low
CENTRAL BANGALORE,12.96477,77.60449,39.44,0.5749,0.7412,0.3151,Low
EAST BANGALORE,12.972643,77.64081,39.43,0.5656,0.8438,0.1393,Low
CENTRAL BANGALORE,12.968223,77.60625,39.42,0.5337,0.8356,0.1538,Low
EAST BANGALORE,12.940306,77.697586,39.38,0.6249,0.6029,0.5286,Low
CENTRAL BANGALORE,12.969012,77.60997,39.37,0.6313,0.8518,0.1251,Low
CENTRAL BANGALORE,12.969672,77.6122,39.37,0.6368,0.801,0.2143,Low
CENTRAL BANGALORE,12.972507,77.60471,39.36,0.5767,0.8518,0.1251,Low
CENTRAL BANGALORE,12.963782,77.5672,39.36,0.5866,0.5635,0.5843,Low
CENTRAL BANGALORE,12.968827,77.56333,39.36,0.6277,0.5155,0.6486,Low
CENTRAL BANGALORE,12.967284,77.6043,39.35,0.6041,0.801,0.2143,Low
EAST BANGALORE,12.953802,77.69782,39.34,0.5645,0.6205,0.5031,Low
CENTRAL BANGALORE,12.959896,77.60105,39.33,0.6249,0.5408,0.6151,Low
CENTRAL BANGALORE,12.965434,77.582985,39.31,0.6138,0.5635,0.5843,Low
CENTRAL BANGALORE,12.990732,77.60871,39.31,0.6103,0.6368,0.4788,Low
CENTRAL BANGALORE,12.956536,77.57632,39.28,0.5524,0.6668,0.4334,Low
CENTRAL BANGALORE,12.954994,77.57814,39.28,0.664,0.6205,0.5031,Low
CENTRAL BANGALORE,12.967067,77.602554,39.28,0.587,0.7823,0.2464,Low
CENTRAL BANGALORE,12.957447,77.587685,39.27,0.6513,0.5408,0.6151,Low
CENTRAL BANGALORE,12.973704,77.60681,39.25,0.5977,0.8892,0.0572,Low
CENTRAL BANGALORE,12.966932,77.60267,39.24,0.5377,0.7823,0.2464,Low
CENTRAL BANGALORE,12.96954,77.60904,39.23,0.5549,0.8518,0.1251,Low
SOUTH BANGALORE,12.941865,77.58279,39.2,0.563,0.5841,0.5556,Low
EAST BANGALORE,12.976019,77.6381,39.2,0.4562,0.8356,0.1538,Low
CENTRAL BANGALORE,13.051994,77.630356,39.19,0.5652,0.5408,0.6151,Low
EAST BANGALORE,12.97191,77.636475,39.18,0.5512,0.7624,0.2799,Low
CENTRAL BANGALORE,12.9695,77.609474,39.17,0.5979,0.8518,0.1251,Low
SOUTHEAST / IT CORRIDOR,12.933101,77.62543,39.16,0.5707,0.7624,0.2799,Low
CENTRAL BANGALORE,12.971491,77.61289,39.16,0.6199,0.801,0.2143,Low
CENTRAL BANGALORE,12.969491,77.60812,39.14,0.5765,0.8518,0.1251,Low
AIRPORT & PERIPHERAL ZONES,13.198881,77.71162,39.14,0.6089,0.5408,0.6151,Low
CENTRAL BANGALORE,12.969479,77.60924,39.13,0.5218,0.8518,0.1251,Low
CENTRAL BANGALORE,12.969469,77.58187,39.13,0.5401,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.917967,77.63829,39.12,0.5357,0.6668,0.4334,Low
EAST BANGALORE,12.970454,77.636734,39.1,0.5695,0.6938,0.3914,Low
CENTRAL BANGALORE,12.960455,77.59975,39.06,0.6246,0.5408,0.6151,Low
CENTRAL BANGALORE,12.968223,77.60625,39.06,0.5513,0.8356,0.1538,Low
CENTRAL BANGALORE,12.984759,77.59937,39.05,0.6473,0.5635,0.5843,Low
CENTRAL BANGALORE,12.969839,77.57887,39.05,0.5545,0.6029,0.5286,Low
EAST BANGALORE,12.978397,77.63313,39.04,0.5563,0.7823,0.2464,Low
CENTRAL BANGALORE,12.962967,77.60547,39.01,0.5798,0.5408,0.6151,Low
CENTRAL BANGALORE,12.986152,77.59927,39.01,0.6084,0.5635,0.5843,Low
SOUTHEAST / IT CORRIDOR,12.932114,77.630554,38.96,0.5975,0.5841,0.5556,Low
CENTRAL BANGALORE,12.957018,77.582634,38.89,0.5473,0.5841,0.5556,Low
CENTRAL BANGALORE,12.959324,77.5843,38.86,0.6505,0.5408,0.6151,Low
CENTRAL BANGALORE,12.959983,77.59904,38.85,0.5997,0.5408,0.6151,Low
SOUTH BANGALORE,12.866929,77.5967,38.84,0.6773,0.6668,0.4334,Low
CENTRAL BANGALORE,12.967995,77.609375,38.84,0.5693,0.8518,0.1251,Low
CENTRAL BANGALORE,12.9695,77.609474,38.83,0.5554,0.8518,0.1251,Low
EAST BANGALORE,12.95279,77.70402,38.82,0.4986,0.7412,0.3151,Low
CENTRAL BANGALORE,12.973973,77.5988,38.79,0.5791,0.7184,0.3521,Low
SOUTH BANGALORE,12.907296,77.63789,38.78,0.5066,0.5635,0.5843,Low
EAST BANGALORE,12.960201,77.71788,38.78,0.6021,0.5408,0.6151,Low
CENTRAL BANGALORE,12.970808,77.58186,38.75,0.5872,0.5635,0.5843,Low
CENTRAL BANGALORE,12.962253,77.60455,38.74,0.5932,0.5408,0.6151,Low
CENTRAL BANGALORE,12.965137,77.603165,38.69,0.6208,0.7184,0.3521,Low
CENTRAL BANGALORE,13.049882,77.629166,38.66,0.5489,0.5408,0.6151,Low
SOUTH BANGALORE,12.904418,77.58059,38.65,0.4766,0.5408,0.6151,Low
SOUTHEAST / IT CORRIDOR,12.937758,77.62468,38.64,0.5495,0.5635,0.5843,Low
SOUTHEAST / IT CORRIDOR,12.916783,77.63739,38.62,0.5459,0.6668,0.4334,Low
WEST BANGALORE,12.995972,77.544914,38.62,0.5917,0.6205,0.5031,Low
CENTRAL BANGALORE,12.959896,77.60105,38.62,0.6077,0.5408,0.6151,Low
CENTRAL BANGALORE,12.952322,77.57777,38.58,0.6314,0.5841,0.5556,Low
CENTRAL BANGALORE,12.955144,77.576515,38.57,0.6514,0.6205,0.5031,Low
CENTRAL BANGALORE,12.969031,77.60811,38.55,0.5853,0.8518,0.1251,Low
SOUTHEAST / IT CORRIDOR,12.922262,77.67245,38.54,0.623,0.5408,0.6151,Low
EAST BANGALORE,12.94996,77.70245,38.5,0.5834,0.6938,0.3914,Low
CENTRAL BANGALORE,12.951317,77.574486,38.49,0.5715,0.5841,0.5556,Low
CENTRAL BANGALORE,12.96576,77.58181,38.49,0.538,0.5635,0.5843,Low
CENTRAL BANGALORE,12.96903,77.60762,38.48,0.5406,0.8518,0.1251,Low
CENTRAL BANGALORE,12.9562,77.582085,38.47,0.6172,0.5841,0.5556,Low
CENTRAL BANGALORE,12.967667,77.60915,38.47,0.5883,0.8356,0.1538,Low
SOUTHEAST / IT CORRIDOR,12.913017,77.61297,38.45,0.5313,0.5841,0.5556,Low
CENTRAL BANGALORE,12.984546,77.5984,38.44,0.5664,0.5635,0.5843,Low
SOUTHEAST / IT CORRIDOR,12.921941,77.67435,38.43,0.6424,0.5408,0.6151,Low
CENTRAL BANGALORE,12.993514,77.594215,38.43,0.6599,0.5408,0.6151,Low
EAST BANGALORE,12.970832,77.64215,38.41,0.5945,0.752,0.2973,Low
CENTRAL BANGALORE,12.971182,77.60781,38.4,0.5287,0.8518,0.1251,Low
CENTRAL BANGALORE,12.974745,77.628654,38.35,0.5746,0.6029,0.5286,Low
CENTRAL BANGALORE,12.985063,77.602165,38.34,0.6186,0.6368,0.4788,Low
CENTRAL BANGALORE,12.971377,77.60702,38.32,0.5197,0.8518,0.1251,Low
SOUTHEAST / IT CORRIDOR,12.911792,77.63544,38.3,0.5857,0.6368,0.4788,Low
CENTRAL BANGALORE,12.954528,77.58227,38.3,0.6284,0.5408,0.6151,Low
EAST BANGALORE,12.955773,77.69812,38.29,0.5492,0.6205,0.5031,Low
SOUTH BANGALORE,12.903676,77.57934,38.26,0.5584,0.5408,0.6151,Low
CENTRAL BANGALORE,12.971966,77.60801,38.26,0.5981,0.8518,0.1251,Low
EAST BANGALORE,12.953375,77.70145,38.21,0.5446,0.7412,0.3151,Low
SOUTHEAST / IT CORRIDOR,12.91099,77.61463,38.21,0.4592,0.5841,0.5556,Low
SOUTH BANGALORE,12.93559,77.57728,38.21,0.6622,0.73,0.3333,Low
EAST BANGALORE,12.975389,77.64348,38.21,0.4656,0.7624,0.2799,Low
SOUTH BANGALORE,12.903564,77.5801,38.2,0.6009,0.5408,0.6151,Low
CENTRAL BANGALORE,12.969183,77.606514,38.19,0.5342,0.8518,0.1251,Low
CENTRAL BANGALORE,12.970628,77.56876,38.18,0.5569,0.5635,0.5843,Low
CENTRAL BANGALORE,12.969459,77.60644,38.16,0.505,0.8518,0.1251,Low
SOUTH BANGALORE,12.946539,77.56983,38.14,0.5204,0.5408,0.6151,Low
CENTRAL BANGALORE,12.960555,77.597404,38.13,0.5802,0.5408,0.6151,Low
SOUTH BANGALORE,12.942406,77.57187,38.12,0.5786,0.6668,0.4334,Low
CENTRAL BANGALORE,12.987686,77.60128,38.12,0.6752,0.6368,0.4788,Low
CENTRAL BANGALORE,12.969402,77.60845,38.1,0.5846,0.8518,0.1251,Low
EAST BANGALORE,12.969391,77.643555,38.1,0.5451,0.7064,0.3715,Low
CENTRAL BANGALORE,12.969274,77.60899,38.08,0.5536,0.8518,0.1251,Low
CENTRAL BANGALORE,12.987969,77.61139,38.07,0.6242,0.6368,0.4788,Low
CENTRAL BANGALORE,12.985657,77.599915,38.07,0.6306,0.5635,0.5843,Low
CENTRAL BANGALORE,12.961696,77.5806,38.05,0.5978,0.6368,0.4788,Low
CENTRAL BANGALORE,12.969423,77.60771,38.05,0.5812,0.8518,0.1251,Low
CENTRAL BANGALORE,12.990852,77.612,38.04,0.6594,0.6368,0.4788,Low
CENTRAL BANGALORE,12.9928,77.593445,38.03,0.6074,0.5408,0.6151,Low
CENTRAL BANGALORE,12.967031,77.60663,38.02,0.5839,0.8188,0.1835,Low
EAST BANGALORE,12.969514,77.638626,38.0,0.5916,0.7064,0.3715,Low
CENTRAL BANGALORE,12.964728,77.61191,38.0,0.6039,0.5408,0.6151,Low
CENTRAL BANGALORE,12.970627,77.61289,38.0,0.637,0.801,0.2143,Low
CENTRAL BANGALORE,12.971292,77.600945,37.96,0.5962,0.8188,0.1835,Low
SOUTH BANGALORE,12.864905,77.59312,37.95,0.5974,0.6368,0.4788,Low
CENTRAL BANGALORE,12.986751,77.59736,37.94,0.5998,0.5635,0.5843,Low
CENTRAL BANGALORE,12.954254,77.57606,37.93,0.646,0.6205,0.5031,Low
CENTRAL BANGALORE,12.965414,77.60599,37.92,0.5895,0.7823,0.2464,Low
CENTRAL BANGALORE,12.97233,77.60023,37.89,0.5277,0.7624,0.2799,Low
CENTRAL BANGALORE,12.962774,77.58292,37.87,0.5909,0.6368,0.4788,Low
CENTRAL BANGALORE,12.960877,77.598755,37.86,0.5771,0.5408,0.6151,Low
CENTRAL BANGALORE,12.952212,77.601135,37.85,0.5789,0.5635,0.5843,Low
SOUTHEAST / IT CORRIDOR,12.916031,77.63816,37.85,0.5813,0.6668,0.4334,Low
CENTRAL BANGALORE,12.966601,77.60576,37.82,0.6043,0.801,0.2143,Low
CENTRAL BANGALORE,12.967522,77.59204,37.82,0.6241,0.5408,0.6151,Low
SOUTHEAST / IT CORRIDOR,12.918477,77.611595,37.76,0.5499,0.6029,0.5286,Low
CENTRAL BANGALORE,12.967055,77.60463,37.75,0.6286,0.801,0.2143,Low
CENTRAL BANGALORE,12.975629,77.62889,37.74,0.5421,0.6029,0.5286,Low
CENTRAL BANGALORE,12.97012,77.58098,37.73,0.5603,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.936084,77.628876,37.72,0.6205,0.5635,0.5843,Low
SOUTHEAST / IT CORRIDOR,12.920586,77.615,37.7,0.5468,0.6368,0.4788,Low
SOUTHEAST / IT CORRIDOR,12.925691,77.61635,37.68,0.5076,0.7412,0.3151,Low
CENTRAL BANGALORE,12.960049,77.584236,37.67,0.6028,0.5408,0.6151,Low
CENTRAL BANGALORE,12.980479,77.63022,37.65,0.5397,0.6668,0.4334,Low
CENTRAL BANGALORE,12.991233,77.60793,37.64,0.6543,0.6368,0.4788,Low
CENTRAL BANGALORE,12.992894,77.58939,37.64,0.6367,0.5408,0.6151,Low
CENTRAL BANGALORE,12.971846,77.600204,37.61,0.6029,0.7624,0.2799,Low
CENTRAL BANGALORE,12.969839,77.60878,37.6,0.5604,0.8518,0.1251,Low
SOUTHEAST / IT CORRIDOR,12.924173,77.61674,37.59,0.5325,0.6522,0.4557,Low
SOUTHEAST / IT CORRIDOR,12.909541,77.63805,37.57,0.5243,0.6029,0.5286,Low
SOUTH BANGALORE,12.944406,77.594505,37.57,0.5915,0.5635,0.5843,Low
CENTRAL BANGALORE,12.977755,77.63043,37.55,0.5905,0.6938,0.3914,Low
SOUTHEAST / IT CORRIDOR,12.909317,77.63326,37.55,0.5415,0.5155,0.6486,Low
CENTRAL BANGALORE,12.991031,77.60832,37.54,0.5862,0.6368,0.4788,Low
EAST BANGALORE,12.969656,77.64278,37.53,0.6015,0.7064,0.3715,Low
CENTRAL BANGALORE,12.970386,77.57696,37.53,0.4835,0.6368,0.4788,Low
CENTRAL BANGALORE,12.960735,77.5995,37.53,0.6358,0.5408,0.6151,Low
CENTRAL BANGALORE,12.982613,77.6116,37.52,0.5945,0.73,0.3333,Low
SOUTH BANGALORE,12.910667,77.58151,37.52,0.4902,0.5841,0.5556,Low
CENTRAL BANGALORE,12.954709,77.577934,37.51,0.6002,0.6205,0.5031,Low
SOUTHEAST / IT CORRIDOR,12.90878,77.63948,37.49,0.5516,0.6029,0.5286,Low
CENTRAL BANGALORE,12.972735,77.60955,37.47,0.5712,0.8188,0.1835,Low
CENTRAL BANGALORE,12.96714,77.61083,37.46,0.591,0.7624,0.2799,Low
SOUTHEAST / IT CORRIDOR,12.941503,77.61891,37.44,0.617,0.6368,0.4788,Low
CENTRAL BANGALORE,12.974584,77.59929,37.43,0.6067,0.7918,0.2302,Low
CENTRAL BANGALORE,13.050511,77.63018,37.4,0.5859,0.5408,0.6151,Low
CENTRAL BANGALORE,12.988354,77.61128,37.39,0.57,0.6368,0.4788,Low
CENTRAL BANGALORE,12.969706,77.59802,37.39,0.5834,0.6668,0.4334,Low
CENTRAL BANGALORE,12.961604,77.57905,37.38,0.5858,0.6668,0.4334,Low
CENTRAL BANGALORE,12.956035,77.58109,37.35,0.6636,0.5841,0.5556,Low
CENTRAL BANGALORE,12.961625,77.58188,37.34,0.6035,0.6368,0.4788,Low
CENTRAL BANGALORE,12.992067,77.59242,37.34,0.5283,0.5408,0.6151,Low
CENTRAL BANGALORE,12.993514,77.594215,37.33,0.6193,0.5408,0.6151,Low
CENTRAL BANGALORE,12.967667,77.60915,37.33,0.5877,0.8356,0.1538,Low
CENTRAL BANGALORE,12.95967,77.598976,37.3,0.5782,0.5408,0.6151,Low
CENTRAL BANGALORE,12.969085,77.60969,37.3,0.6031,0.8518,0.1251,Low
CENTRAL BANGALORE,12.963883,77.606285,37.3,0.6483,0.6522,0.4557,Low
CENTRAL BANGALORE,12.953825,77.578255,37.26,0.6037,0.5841,0.5556,Low
WEST BANGALORE,12.992431,77.54467,37.26,0.5468,0.6205,0.5031,Low
SOUTHEAST / IT CORRIDOR,12.910822,77.61265,37.24,0.5286,0.5841,0.5556,Low
CENTRAL BANGALORE,12.969012,77.60997,37.23,0.5886,0.8518,0.1251,Low
CENTRAL BANGALORE,12.951238,77.600876,37.22,0.6069,0.5635,0.5843,Low
SOUTHEAST / IT CORRIDOR,12.919494,77.67013,37.21,0.6015,0.5408,0.6151,Low
CENTRAL BANGALORE,12.968144,77.610214,37.19,0.6037,0.8356,0.1538,Low
CENTRAL BANGALORE,12.992891,77.59044,37.19,0.5763,0.5408,0.6151,Low
CENTRAL BANGALORE,12.963247,77.56917,37.17,0.6196,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.919854,77.61114,37.16,0.5803,0.6029,0.5286,Low
CENTRAL BANGALORE,12.972966,77.6073,37.15,0.5527,0.8518,0.1251,Low
CENTRAL BANGALORE,12.96436,77.56723,37.14,0.6068,0.5635,0.5843,Low
CENTRAL BANGALORE,12.965965,77.56465,37.09,0.6141,0.5155,0.6486,Low
SOUTHEAST / IT CORRIDOR,12.940465,77.62578,37.08,0.579,0.5155,0.6486,Low
CENTRAL BANGALORE,12.96029,77.59857,37.08,0.6207,0.5408,0.6151,Low
EAST BANGALORE,12.967469,77.640175,37.07,0.5858,0.6806,0.4121,Low
EAST BANGALORE,12.949927,77.701324,37.06,0.5839,0.6938,0.3914,Low
CENTRAL BANGALORE,12.957367,77.587296,37.06,0.5826,0.5408,0.6151,Low
CENTRAL BANGALORE,12.973726,77.60475,37.04,0.5528,0.8892,0.0572,Low
EAST BANGALORE,12.954022,77.697365,37.04,0.4918,0.6205,0.5031,Low
CENTRAL BANGALORE,13.053151,77.62606,37.04,0.4898,0.5408,0.6151,Low
CENTRAL BANGALORE,12.973589,77.59895,37.01,0.6487,0.7412,0.3151,Low
SOUTHEAST / IT CORRIDOR,12.943935,77.62081,36.99,0.5913,0.5155,0.6486,Low
CENTRAL BANGALORE,12.99292,77.59203,36.97,0.5877,0.5408,0.6151,Low
CENTRAL BANGALORE,12.95412,77.58109,36.96,0.6282,0.5408,0.6151,Low
SOUTHEAST / IT CORRIDOR,12.930485,77.63071,36.95,0.6028,0.5841,0.5556,Low
CENTRAL BANGALORE,12.971136,77.63082,36.94,0.5789,0.6029,0.5286,Low
CENTRAL BANGALORE,12.973339,77.60838,36.94,0.5693,0.8518,0.1251,Low
SOUTHEAST / IT CORRIDOR,12.917702,77.632904,36.92,0.5616,0.5635,0.5843,Low
CENTRAL BANGALORE,12.998756,77.56767,36.92,0.4638,0.5841,0.5556,Low
CENTRAL BANGALORE,12.969358,77.581055,36.91,0.6115,0.6029,0.5286,Low
CENTRAL BANGALORE,12.986478,77.611244,36.9,0.5895,0.6368,0.4788,Low
CENTRAL BANGALORE,12.966998,77.60653,36.9,0.5355,0.8188,0.1835,Low
SOUTHEAST / IT CORRIDOR,12.916783,77.61525,36.86,0.504,0.5841,0.5556,Low
CENTRAL BANGALORE,12.97356,77.607735,36.8,0.5753,0.8518,0.1251,Low
CENTRAL BANGALORE,12.97218,77.6072,36.79,0.5939,0.8518,0.1251,Low
CENTRAL BANGALORE,12.963253,77.581116,36.79,0.5813,0.6029,0.5286,Low
CENTRAL BANGALORE,12.955909,77.58868,36.78,0.6477,0.5408,0.6151,Low
SOUTHEAST / IT CORRIDOR,12.918004,77.63298,36.78,0.5715,0.5635,0.5843,Low
CENTRAL BANGALORE,12.994359,77.59286,36.78,0.5743,0.5408,0.6151,Low
EAST BANGALORE,12.952932,77.702896,36.77,0.5446,0.7412,0.3151,Low
CENTRAL BANGALORE,12.952485,77.581116,36.76,0.6138,0.5408,0.6151,Low
CENTRAL BANGALORE,12.967849,77.60883,36.75,0.5498,0.8356,0.1538,Low
CENTRAL BANGALORE,12.957775,77.588135,36.73,0.5923,0.5408,0.6151,Low
CENTRAL BANGALORE,12.951608,77.59675,36.73,0.5847,0.5635,0.5843,Low
CENTRAL BANGALORE,12.967357,77.6101,36.72,0.5874,0.801,0.2143,Low
SOUTHEAST / IT CORRIDOR,12.914795,77.639114,36.72,0.537,0.6668,0.4334,Low
CENTRAL BANGALORE,12.993662,77.592026,36.72,0.5627,0.5408,0.6151,Low
SOUTH BANGALORE,12.924716,77.609116,36.71,0.5816,0.5155,0.6486,Low
CENTRAL BANGALORE,12.957935,77.58569,36.71,0.6012,0.5408,0.6151,Low
CENTRAL BANGALORE,12.949581,77.59649,36.71,0.5828,0.5635,0.5843,Low
CENTRAL BANGALORE,12.959204,77.59952,36.71,0.6026,0.5408,0.6151,Low
CENTRAL BANGALORE,12.973726,77.60475,36.7,0.5326,0.8892,0.0572,Low
EAST BANGALORE,12.938124,77.69881,36.7,0.5373,0.6029,0.5286,Low
EAST BANGALORE,12.969903,77.63693,36.7,0.5727,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.918357,77.61557,36.68,0.5325,0.5841,0.5556,Low
CENTRAL BANGALORE,12.955567,77.58988,36.67,0.6244,0.5841,0.5556,Low
CENTRAL BANGALORE,12.971377,77.60702,36.66,0.5282,0.8518,0.1251,Low
SOUTHEAST / IT CORRIDOR,12.937528,77.62642,36.66,0.5374,0.6029,0.5286,Low
CENTRAL BANGALORE,12.963868,77.56484,36.66,0.6582,0.5155,0.6486,Low
CENTRAL BANGALORE,12.966921,77.58285,36.65,0.5305,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.908872,77.63426,36.63,0.5152,0.5155,0.6486,Low
SOUTH BANGALORE,12.933902,77.5891,36.6,0.588,0.5635,0.5843,Low
CENTRAL BANGALORE,12.992957,77.593185,36.6,0.6482,0.5408,0.6151,Low
CENTRAL BANGALORE,12.968551,77.60735,36.58,0.5415,0.8518,0.1251,Low
CENTRAL BANGALORE,12.987221,77.557816,36.58,0.5715,0.5408,0.6151,Low
CENTRAL BANGALORE,12.975981,77.60254,36.57,0.5693,0.8596,0.1111,Low
SOUTHEAST / IT CORRIDOR,12.925512,77.61445,36.57,0.5436,0.7184,0.3521,Low
EAST BANGALORE,12.948839,77.70446,36.56,0.5574,0.6668,0.4334,Low
CENTRAL BANGALORE,12.970626,77.57534,36.55,0.4594,0.6029,0.5286,Low
SOUTH BANGALORE,12.942057,77.5801,36.55,0.5972,0.6205,0.5031,Low
CENTRAL BANGALORE,12.961599,77.56677,36.55,0.5605,0.5635,0.5843,Low
CENTRAL BANGALORE,12.952489,77.594826,36.55,0.5629,0.5635,0.5843,Low
CENTRAL BANGALORE,12.975576,77.60422,36.55,0.6072,0.8892,0.0572,Low
SOUTHEAST / IT CORRIDOR,12.926371,77.61245,36.53,0.5797,0.801,0.2143,Low
CENTRAL BANGALORE,12.963253,77.581116,36.51,0.5599,0.6029,0.5286,Low
CENTRAL BANGALORE,12.954154,77.583015,36.5,0.6294,0.5408,0.6151,Low
EAST BANGALORE,12.955672,77.694466,36.49,0.5527,0.5408,0.6151,Low
WEST BANGALORE,12.999303,77.551384,36.48,0.6443,0.5841,0.5556,Low
CENTRAL BANGALORE,12.966344,77.60481,36.48,0.5721,0.7823,0.2464,Low
EAST BANGALORE,12.975692,77.64257,36.46,0.4849,0.801,0.2143,Low
SOUTH BANGALORE,12.867881,77.59633,36.41,0.6477,0.6668,0.4334,Low
CENTRAL BANGALORE,12.950559,77.58019,36.4,0.6344,0.5408,0.6151,Low
CENTRAL BANGALORE,12.955766,77.579796,36.37,0.56,0.6205,0.5031,Low
CENTRAL BANGALORE,12.961625,77.58188,36.36,0.5402,0.6368,0.4788,Low
CENTRAL BANGALORE,12.969458,77.58088,36.29,0.551,0.6029,0.5286,Low
CENTRAL BANGALORE,12.965821,77.580956,36.26,0.6083,0.5635,0.5843,Low
CENTRAL BANGALORE,12.95756,77.576706,36.26,0.6248,0.6668,0.4334,Low
SOUTHEAST / IT CORRIDOR,12.932544,77.63029,36.25,0.4925,0.5841,0.5556,Low
CENTRAL BANGALORE,12.97209,77.600235,36.23,0.6056,0.7624,0.2799,Low
NORTH BANGALORE,13.051386,77.601234,36.23,0.6154,0.5635,0.5843,Low
SOUTHEAST / IT CORRIDOR,12.968658,77.64387,36.23,0.5888,0.6806,0.4121,Low
EAST BANGALORE,12.980864,77.71216,36.23,0.4928,0.5408,0.6151,Low
CENTRAL BANGALORE,12.962177,77.581055,36.2,0.6428,0.6368,0.4788,Low
CENTRAL BANGALORE,12.966913,77.581825,36.2,0.5521,0.6029,0.5286,Low
CENTRAL BANGALORE,12.963455,77.57786,36.18,0.6275,0.6029,0.5286,Low
CENTRAL BANGALORE,12.955275,77.58534,36.17,0.6113,0.5408,0.6151,Low
SOUTHEAST / IT CORRIDOR,12.913471,77.634674,36.17,0.5398,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.917262,77.60415,36.14,0.5304,0.5635,0.5843,Low
CENTRAL BANGALORE,12.967667,77.60915,36.12,0.5186,0.8356,0.1538,Low
SOUTHEAST / IT CORRIDOR,12.910656,77.63609,36.12,0.5473,0.6368,0.4788,Low
SOUTH BANGALORE,12.942184,77.57262,36.09,0.6417,0.6668,0.4334,Low
SOUTH BANGALORE,12.86863,77.59639,36.08,0.6167,0.6668,0.4334,Low
CENTRAL BANGALORE,12.964587,77.568794,36.07,0.6312,0.6029,0.5286,Low
CENTRAL BANGALORE,12.967978,77.571625,36.07,0.5537,0.5635,0.5843,Low
EAST BANGALORE,12.966657,77.64023,36.07,0.5816,0.6029,0.5286,Low
CENTRAL BANGALORE,12.961944,77.566505,36.05,0.6162,0.5635,0.5843,Low
CENTRAL BANGALORE,12.990531,77.59528,36.03,0.6715,0.5635,0.5843,Low
CENTRAL BANGALORE,12.96911,77.59709,36.02,0.5706,0.5841,0.5556,Low
EAST BANGALORE,12.954552,77.69589,36.01,0.5259,0.6205,0.5031,Low
CENTRAL BANGALORE,12.99728,77.57799,36.0,0.5661,0.5408,0.6151,Low
WEST BANGALORE,12.996003,77.54447,35.99,0.6306,0.6205,0.5031,Low
CENTRAL BANGALORE,12.956633,77.588585,35.99,0.6641,0.5408,0.6151,Low
WEST BANGALORE,12.994424,77.54373,35.98,0.515,0.6205,0.5031,Low
CENTRAL BANGALORE,12.960393,77.59611,35.96,0.6397,0.5408,0.6151,Low
SOUTH BANGALORE,12.863624,77.59432,35.9,0.6331,0.6368,0.4788,Low
CENTRAL BANGALORE,12.959324,77.5843,35.89,0.6373,0.5408,0.6151,Low
CENTRAL BANGALORE,12.974138,77.603004,35.89,0.5511,0.8892,0.0572,Low
CENTRAL BANGALORE,12.995243,77.59164,35.87,0.5368,0.5408,0.6151,Low
SOUTHEAST / IT CORRIDOR,12.90405,77.675934,35.86,0.5843,0.5408,0.6151,Low
CENTRAL BANGALORE,12.966601,77.60576,35.86,0.6177,0.801,0.2143,Low
WEST BANGALORE,12.996162,77.54575,35.86,0.5528,0.5841,0.5556,Low
CENTRAL BANGALORE,12.955164,77.575485,35.86,0.621,0.5841,0.5556,Low
CENTRAL BANGALORE,12.969722,77.58279,35.85,0.5688,0.6029,0.5286,Low
CENTRAL BANGALORE,12.951008,77.600426,35.85,0.6565,0.5635,0.5843,Low
SOUTHEAST / IT CORRIDOR,12.917389,77.62491,35.85,0.595,0.5635,0.5843,Low
CENTRAL BANGALORE,12.993339,77.591675,35.82,0.5988,0.5408,0.6151,Low
EAST BANGALORE,12.968698,77.64524,35.81,0.5616,0.5635,0.5843,Low
CENTRAL BANGALORE,12.97233,77.60023,35.81,0.6085,0.7624,0.2799,Low
EAST BANGALORE,12.967586,77.63852,35.8,0.6028,0.6205,0.5031,Low
CENTRAL BANGALORE,12.980984,77.6132,35.8,0.659,0.752,0.2973,Low
CENTRAL BANGALORE,12.957498,77.58437,35.76,0.6139,0.5408,0.6151,Low
WEST BANGALORE,12.997916,77.555336,35.75,0.5557,0.6368,0.4788,Low
CENTRAL BANGALORE,12.975,77.63021,35.74,0.5359,0.6368,0.4788,Low
CENTRAL BANGALORE,12.993745,77.59573,35.73,0.5717,0.5408,0.6151,Low
SOUTHEAST / IT CORRIDOR,12.911411,77.63643,35.73,0.5992,0.6368,0.4788,Low
CENTRAL BANGALORE,12.993353,77.59207,35.73,0.5947,0.5408,0.6151,Low
CENTRAL BANGALORE,12.97053,77.58057,35.71,0.5212,0.6029,0.5286,Low
SOUTHEAST / IT CORRIDOR,12.910743,77.62945,35.71,0.6065,0.5635,0.5843,Low
EAST BANGALORE,12.967511,77.71514,35.7,0.5634,0.5408,0.6151,Low
CENTRAL BANGALORE,12.976303,77.61472,35.66,0.5767,0.7412,0.3151,Low
CENTRAL BANGALORE,12.969274,77.60899,35.66,0.5374,0.8518,0.1251,Low
